County,County Name,Precinct,Congressional,Legislative,Office Name,Candidate Name,Party,Winner,Write-In?,Early Votes for Candidate,Early Votes Against,Election Night Votes for Candidate,Election Night Votes Against,Mail-In Ballot 1 Votes for Candidate,Mail-In Ballot 1 Votes Against,Provisional Votes for Candidate,Provisional Votes Against,Mail-In Ballot 2 Votes for Candidate,Mail-In Ballot 2 Votes Against,Total Votes For Candidate,Total Votes Against,Total Votes Cast
03,Baltimore City,001-004,07,46,Governor / Lt. Governor,Nancy Wallace and Patrick Elder,GRN,NA,NA,2,NA,5,NA,1,NA,0,NA,2,NA,10,0,10
03,Baltimore City,001-004,07,46,Governor / Lt. Governor,David Harding and Cathy White,WCP,NA,NA,1,NA,3,NA,0,NA,1,NA,0,NA,5,0,5
03,Baltimore City,001-004,07,46,Governor / Lt. Governor,Kyle Sefcik and Katie Lee,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,001-004,07,46,Governor / Lt. Governor,Other Write-Ins,NA,NA,Y,0,NA,3,NA,0,NA,0,NA,0,NA,3,0,3
03,Baltimore City,001-004,07,46,Comptroller,Barry Glassman,REP,NA,NA,42,NA,178,NA,30,NA,8,NA,18,NA,276,0,276
03,Baltimore City,001-004,07,46,Comptroller,Brooke Elizabeth Lierman,DEM,Y,NA,113,NA,390,NA,193,NA,58,NA,93,NA,847,0,847
03,Baltimore City,001-004,07,46,Comptroller,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,001-004,07,46,Attorney General,Michael Anthony Peroutka,REP,NA,NA,37,NA,150,NA,21,NA,7,NA,13,NA,228,0,228
03,Baltimore City,001-004,07,46,Attorney General,Anthony G. Brown,DEM,Y,NA,116,NA,414,NA,202,NA,59,NA,99,NA,890,0,890
03,Baltimore City,001-004,07,46,Attorney General,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,001-004,07,46,U.S. Senator,Chris Chaffee,REP,NA,NA,36,NA,140,NA,22,NA,7,NA,10,NA,215,0,215
03,Baltimore City,001-004,07,46,U.S. Senator,Chris Van Hollen,DEM,Y,NA,118,NA,426,NA,200,NA,59,NA,101,NA,904,0,904
03,Baltimore City,001-004,07,46,U.S. Senator,Scottie Griffin,DEM,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,001-004,07,46,U.S. Senator,Andrew J. Wildman,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,001-004,07,46,U.S. Senator,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,001-004,07,46,U.S. Congress,Scott M. Collier,REP,NA,NA,39,NA,144,NA,27,NA,10,NA,13,NA,233,0,233
03,Baltimore City,001-004,07,46,U.S. Congress,Kweisi Mfume,DEM,Y,NA,111,NA,414,NA,191,NA,56,NA,98,NA,870,0,870
03,Baltimore City,001-004,07,46,U.S. Congress,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,001-004,07,46,State Senator,Emmanuel Digman,REP,NA,NA,36,NA,128,NA,20,NA,7,NA,12,NA,203,0,203
03,Baltimore City,001-004,07,46,State Senator,Bill Ferguson,DEM,Y,NA,117,NA,431,NA,201,NA,57,NA,101,NA,907,0,907
03,Baltimore City,001-004,07,46,State Senator,Other Write-Ins,NA,NA,Y,0,NA,1,NA,1,NA,0,NA,0,NA,2,0,2
03,Baltimore City,001-004,07,46,House of Delegates,Pete Waters,REP,NA,NA,37,NA,158,NA,25,NA,9,NA,13,NA,242,0,242
03,Baltimore City,001-004,07,46,House of Delegates,Luke Clippinger,DEM,Y,NA,112,NA,359,NA,176,NA,50,NA,90,NA,787,0,787
03,Baltimore City,001-004,07,46,House of Delegates,Mark Edelson,DEM,Y,NA,120,NA,394,NA,186,NA,52,NA,93,NA,845,0,845
03,Baltimore City,001-004,07,46,House of Delegates,Robbyn Lewis,DEM,Y,NA,103,NA,374,NA,178,NA,53,NA,87,NA,795,0,795
03,Baltimore City,001-004,07,46,House of Delegates,Other Write-Ins,NA,NA,Y,0,NA,3,NA,3,NA,0,NA,2,NA,8,0,8
03,Baltimore City,001-004,07,46,Judge Circuit Court,Erik Atas,JUD,Y,NA,77,NA,273,NA,113,NA,27,NA,60,NA,550,0,550
03,Baltimore City,001-004,07,46,Judge Circuit Court,Charles Mario Blomquist,JUD,Y,NA,80,NA,249,NA,114,NA,31,NA,57,NA,531,0,531
03,Baltimore City,001-004,07,46,Judge Circuit Court,Myshala E. Middleton,JUD,Y,NA,80,NA,285,NA,125,NA,34,NA,57,NA,581,0,581
03,Baltimore City,001-004,07,46,Judge Circuit Court,Barry G. Williams,JUD,Y,NA,78,NA,278,NA,124,NA,30,NA,58,NA,568,0,568
03,Baltimore City,001-004,07,46,Judge Circuit Court,Other Write-Ins,NA,NA,Y,1,NA,3,NA,0,NA,1,NA,0,NA,5,0,5
03,Baltimore City,001-004,07,46,Judge Spec Appeal at Lg,Stuart R. Berger,JUD,Y,NA,101,18,330,98,124,20,36,8,65,6,656,150,806
03,Baltimore City,001-004,07,46,Judge Spec Appeal at Lg,Terrence M. R. Zic,JUD,Y,NA,92,24,327,96,117,22,33,9,56,13,625,164,789
03,Baltimore City,001-004,07,46,State's Attorney,Ivan Bates,DEM,Y,NA,140,NA,492,NA,194,NA,55,NA,101,NA,982,0,982
03,Baltimore City,001-004,07,46,State's Attorney,Other Write-Ins,NA,NA,Y,3,NA,16,NA,0,NA,0,NA,0,NA,19,0,19
03,Baltimore City,001-004,07,46,Clerk Circuit Court,Xavier A. Conaway,DEM,Y,NA,108,NA,438,NA,155,NA,50,NA,85,NA,836,0,836
03,Baltimore City,001-004,07,46,Clerk Circuit Court,Other Write-Ins,NA,NA,Y,3,NA,12,NA,5,NA,2,NA,1,NA,23,0,23
03,Baltimore City,001-004,07,46,Register of Wills,Belinda K. Conaway,DEM,Y,NA,112,NA,440,NA,153,NA,51,NA,89,NA,845,0,845
03,Baltimore City,001-004,07,46,Register of Wills,Other Write-Ins,NA,NA,Y,1,NA,8,NA,0,NA,0,NA,0,NA,9,0,9
03,Baltimore City,001-004,07,46,Judge Orphans' Court,"Charles ""Chuck"" Bernstein",DEM,Y,NA,101,NA,367,NA,139,NA,45,NA,78,NA,730,0,730
03,Baltimore City,001-004,07,46,Judge Orphans' Court,Lewyn Scott Garrett,DEM,Y,NA,96,NA,357,NA,136,NA,40,NA,77,NA,706,0,706
03,Baltimore City,001-004,07,46,Judge Orphans' Court,Michele E. Loewenthal,DEM,Y,NA,103,NA,366,NA,141,NA,43,NA,81,NA,734,0,734
03,Baltimore City,001-004,07,46,Judge Orphans' Court,Other Write-Ins,NA,NA,Y,0,NA,5,NA,0,NA,0,NA,0,NA,5,0,5
03,Baltimore City,001-004,07,46,Sheriff,Sam Cogen,DEM,Y,NA,123,NA,438,NA,176,NA,50,NA,92,NA,879,0,879
03,Baltimore City,001-004,07,46,Sheriff,Other Write-Ins,NA,NA,Y,0,NA,9,NA,0,NA,0,NA,0,NA,9,0,9
03,Baltimore City,001-004,07,46,Board of Ed at Large,April Christina Curley,NON,NA,NA,48,NA,142,NA,77,NA,20,NA,37,NA,324,0,324
03,Baltimore City,001-004,07,46,Board of Ed at Large,Ashley E. Esposito,NON,Y,NA,75,NA,257,NA,91,NA,22,NA,51,NA,496,0,496
03,Baltimore City,001-004,07,46,Board of Ed at Large,Salimah Jasani,NON,NA,NA,44,NA,152,NA,69,NA,17,NA,34,NA,316,0,316
03,Baltimore City,001-004,07,46,Board of Ed at Large,Kwame Kenyatta-Bey,NON,Y,NA,27,NA,115,NA,41,NA,14,NA,9,NA,206,0,206
03,Baltimore City,001-004,07,46,Board of Ed at Large,Other Write-Ins,NA,NA,Y,3,NA,4,NA,0,NA,0,NA,1,NA,8,0,8
03,Baltimore City,001-005,07,46,Governor / Lt. Governor,Dan Cox and Gordana Schifanelli,REP,NA,NA,30,NA,155,NA,24,NA,10,NA,9,NA,228,0,228
03,Baltimore City,001-005,07,46,Governor / Lt. Governor,Wes Moore and Aruna Miller,DEM,Y,NA,156,NA,664,NA,220,NA,63,NA,145,NA,1248,0,1248
03,Baltimore City,001-005,07,46,Governor / Lt. Governor,David Lashar and Christiana Logansmith,LIB,NA,NA,2,NA,29,NA,4,NA,3,NA,2,NA,40,0,40
03,Baltimore City,001-005,07,46,Governor / Lt. Governor,Nancy Wallace and Patrick Elder,GRN,NA,NA,1,NA,4,NA,1,NA,0,NA,1,NA,7,0,7
03,Baltimore City,001-005,07,46,Governor / Lt. Governor,David Harding and Cathy White,WCP,NA,NA,2,NA,6,NA,0,NA,0,NA,0,NA,8,0,8
03,Baltimore City,001-005,07,46,Governor / Lt. Governor,Kyle Sefcik and Katie Lee,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,001-005,07,46,Governor / Lt. Governor,Other Write-Ins,NA,NA,Y,0,NA,1,NA,1,NA,0,NA,0,NA,2,0,2
03,Baltimore City,001-005,07,46,Comptroller,Barry Glassman,REP,NA,NA,36,NA,246,NA,40,NA,21,NA,22,NA,365,0,365
03,Baltimore City,001-005,07,46,Comptroller,Brooke Elizabeth Lierman,DEM,Y,NA,155,NA,605,NA,212,NA,55,NA,135,NA,1162,0,1162
03,Baltimore City,001-005,07,46,Comptroller,Other Write-Ins,NA,NA,Y,0,NA,2,NA,0,NA,0,NA,0,NA,2,0,2
03,Baltimore City,001-005,07,46,Attorney General,Michael Anthony Peroutka,REP,NA,NA,32,NA,208,NA,31,NA,16,NA,14,NA,301,0,301
03,Baltimore City,001-005,07,46,Attorney General,Anthony G. Brown,DEM,Y,NA,156,NA,628,NA,217,NA,59,NA,143,NA,1203,0,1203
03,Baltimore City,001-005,07,46,Attorney General,Other Write-Ins,NA,NA,Y,1,NA,3,NA,0,NA,0,NA,0,NA,4,0,4
03,Baltimore City,001-005,07,46,U.S. Senator,Chris Chaffee,REP,NA,NA,31,NA,197,NA,26,NA,12,NA,12,NA,278,0,278
03,Baltimore City,001-005,07,46,U.S. Senator,Chris Van Hollen,DEM,Y,NA,161,NA,644,NA,224,NA,63,NA,145,NA,1237,0,1237
03,Baltimore City,001-005,07,46,U.S. Senator,Scottie Griffin,DEM,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,001-005,07,46,U.S. Senator,Andrew J. Wildman,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,001-005,07,46,U.S. Senator,Other Write-Ins,NA,NA,Y,0,NA,3,NA,0,NA,0,NA,0,NA,3,0,3
03,Baltimore City,001-005,07,46,U.S. Congress,Scott M. Collier,REP,NA,NA,35,NA,218,NA,30,NA,16,NA,16,NA,315,0,315
03,Baltimore City,001-005,07,46,U.S. Congress,Kweisi Mfume,DEM,Y,NA,155,NA,620,NA,215,NA,59,NA,138,NA,1187,0,1187
03,Baltimore City,001-005,07,46,U.S. Congress,Other Write-Ins,NA,NA,Y,1,NA,2,NA,0,NA,0,NA,1,NA,4,0,4
03,Baltimore City,001-005,07,46,State Senator,Emmanuel Digman,REP,NA,NA,31,NA,200,NA,24,NA,14,NA,11,NA,280,0,280
03,Baltimore City,001-005,07,46,State Senator,Bill Ferguson,DEM,Y,NA,157,NA,634,NA,219,NA,60,NA,144,NA,1214,0,1214
03,Baltimore City,001-005,07,46,State Senator,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,001-005,07,46,House of Delegates,Pete Waters,REP,NA,NA,36,NA,245,NA,36,NA,20,NA,15,NA,352,0,352
03,Baltimore City,001-005,07,46,House of Delegates,Luke Clippinger,DEM,Y,NA,145,NA,569,NA,203,NA,54,NA,120,NA,1091,0,1091
03,Baltimore City,001-005,07,46,House of Delegates,Mark Edelson,DEM,Y,NA,150,NA,577,NA,204,NA,57,NA,131,NA,1119,0,1119
03,Baltimore City,001-005,07,46,House of Delegates,Robbyn Lewis,DEM,Y,NA,148,NA,564,NA,191,NA,48,NA,121,NA,1072,0,1072
03,Baltimore City,001-005,07,46,House of Delegates,Other Write-Ins,NA,NA,Y,1,NA,11,NA,1,NA,0,NA,0,NA,13,0,13
03,Baltimore City,001-005,07,46,Judge Circuit Court,Erik Atas,JUD,Y,NA,97,NA,421,NA,157,NA,36,NA,85,NA,796,0,796
03,Baltimore City,001-005,07,46,Judge Circuit Court,Charles Mario Blomquist,JUD,Y,NA,95,NA,423,NA,150,NA,37,NA,81,NA,786,0,786
03,Baltimore City,001-005,07,46,Judge Circuit Court,Myshala E. Middleton,JUD,Y,NA,100,NA,468,NA,167,NA,46,NA,88,NA,869,0,869
03,Baltimore City,001-005,07,46,Judge Circuit Court,Barry G. Williams,JUD,Y,NA,96,NA,439,NA,153,NA,41,NA,79,NA,808,0,808
03,Baltimore City,001-005,07,46,Judge Circuit Court,Other Write-Ins,NA,NA,Y,5,NA,7,NA,0,NA,1,NA,10,NA,23,0,23
03,Baltimore City,001-005,07,46,Judge Spec Appeal at Lg,Stuart R. Berger,JUD,Y,NA,114,21,493,149,170,15,44,12,85,16,906,213,1119
03,Baltimore City,001-005,07,46,Judge Spec Appeal at Lg,Terrence M. R. Zic,JUD,Y,NA,105,25,488,147,149,32,40,14,69,30,851,248,1099
03,Baltimore City,001-005,07,46,State's Attorney,Ivan Bates,DEM,Y,NA,173,NA,729,NA,229,NA,69,NA,139,NA,1339,0,1339
03,Baltimore City,001-005,07,46,State's Attorney,Other Write-Ins,NA,NA,Y,3,NA,19,NA,1,NA,2,NA,2,NA,27,0,27
03,Baltimore City,001-005,07,46,Clerk Circuit Court,Xavier A. Conaway,DEM,Y,NA,137,NA,639,NA,190,NA,64,NA,114,NA,1144,0,1144
03,Baltimore City,001-005,07,46,Clerk Circuit Court,Other Write-Ins,NA,NA,Y,2,NA,25,NA,1,NA,1,NA,4,NA,33,0,33
03,Baltimore City,001-005,07,46,Register of Wills,Belinda K. Conaway,DEM,Y,NA,139,NA,654,NA,196,NA,64,NA,116,NA,1169,0,1169
03,Baltimore City,001-005,07,46,Register of Wills,Other Write-Ins,NA,NA,Y,1,NA,17,NA,0,NA,1,NA,2,NA,21,0,21
03,Baltimore City,001-005,07,46,Judge Orphans' Court,"Charles ""Chuck"" Bernstein",DEM,Y,NA,117,NA,547,NA,181,NA,48,NA,109,NA,1002,0,1002
03,Baltimore City,001-005,07,46,Judge Orphans' Court,Lewyn Scott Garrett,DEM,Y,NA,108,NA,521,NA,180,NA,46,NA,110,NA,965,0,965
03,Baltimore City,001-005,07,46,Judge Orphans' Court,Michele E. Loewenthal,DEM,Y,NA,119,NA,562,NA,185,NA,50,NA,117,NA,1033,0,1033
03,Baltimore City,001-005,07,46,Judge Orphans' Court,Other Write-Ins,NA,NA,Y,3,NA,7,NA,0,NA,1,NA,3,NA,14,0,14
03,Baltimore City,001-005,07,46,Sheriff,Sam Cogen,DEM,Y,NA,151,NA,657,NA,211,NA,64,NA,128,NA,1211,0,1211
03,Baltimore City,001-005,07,46,Sheriff,Other Write-Ins,NA,NA,Y,1,NA,10,NA,0,NA,1,NA,1,NA,13,0,13
03,Baltimore City,001-005,07,46,Board of Ed at Large,April Christina Curley,NON,NA,NA,40,NA,230,NA,84,NA,19,NA,39,NA,412,0,412
03,Baltimore City,001-005,07,46,Board of Ed at Large,Ashley E. Esposito,NON,Y,NA,79,NA,381,NA,119,NA,34,NA,64,NA,677,0,677
03,Baltimore City,001-005,07,46,Board of Ed at Large,Salimah Jasani,NON,NA,NA,52,NA,283,NA,100,NA,21,NA,48,NA,504,0,504
03,Baltimore City,001-005,07,46,Board of Ed at Large,Kwame Kenyatta-Bey,NON,Y,NA,40,NA,175,NA,39,NA,12,NA,26,NA,292,0,292
03,Baltimore City,001-005,07,46,Board of Ed at Large,Other Write-Ins,NA,NA,Y,1,NA,7,NA,0,NA,1,NA,0,NA,9,0,9
03,Baltimore City,002-001,07,46,Governor / Lt. Governor,Dan Cox and Gordana Schifanelli,REP,NA,NA,2,NA,23,NA,6,NA,3,NA,5,NA,39,0,39
03,Baltimore City,002-001,07,46,Governor / Lt. Governor,Wes Moore and Aruna Miller,DEM,Y,NA,54,NA,215,NA,74,NA,66,NA,60,NA,469,0,469
03,Baltimore City,002-001,07,46,Governor / Lt. Governor,David Lashar and Christiana Logansmith,LIB,NA,NA,0,NA,3,NA,1,NA,1,NA,0,NA,5,0,5
03,Baltimore City,002-001,07,46,Governor / Lt. Governor,Nancy Wallace and Patrick Elder,GRN,NA,NA,0,NA,2,NA,2,NA,0,NA,1,NA,5,0,5
03,Baltimore City,002-001,07,46,Governor / Lt. Governor,David Harding and Cathy White,WCP,NA,NA,0,NA,1,NA,0,NA,1,NA,0,NA,2,0,2
03,Baltimore City,002-001,07,46,Governor / Lt. Governor,Kyle Sefcik and Katie Lee,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,002-001,07,46,Governor / Lt. Governor,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,002-001,07,46,Comptroller,Barry Glassman,REP,NA,NA,5,NA,31,NA,7,NA,5,NA,6,NA,54,0,54
03,Baltimore City,002-001,07,46,Comptroller,Brooke Elizabeth Lierman,DEM,Y,NA,51,NA,210,NA,75,NA,66,NA,61,NA,463,0,463
03,Baltimore City,002-001,07,46,Comptroller,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,002-001,07,46,Attorney General,Michael Anthony Peroutka,REP,NA,NA,2,NA,31,NA,4,NA,4,NA,6,NA,47,0,47
03,Baltimore City,002-001,07,46,Attorney General,Anthony G. Brown,DEM,Y,NA,54,NA,210,NA,78,NA,67,NA,61,NA,470,0,470
03,Baltimore City,002-001,07,46,Attorney General,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,002-001,07,46,U.S. Senator,Chris Chaffee,REP,NA,NA,2,NA,26,NA,5,NA,6,NA,6,NA,45,0,45
03,Baltimore City,002-001,07,46,U.S. Senator,Chris Van Hollen,DEM,Y,NA,54,NA,213,NA,79,NA,66,NA,61,NA,473,0,473
03,Baltimore City,002-001,07,46,U.S. Senator,Scottie Griffin,DEM,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,002-001,07,46,U.S. Senator,Andrew J. Wildman,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,002-001,07,46,U.S. Senator,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,002-001,07,46,U.S. Congress,Scott M. Collier,REP,NA,NA,1,NA,30,NA,6,NA,4,NA,4,NA,45,0,45
03,Baltimore City,002-001,07,46,U.S. Congress,Kweisi Mfume,DEM,Y,NA,54,NA,212,NA,77,NA,67,NA,63,NA,473,0,473
03,Baltimore City,002-001,07,46,U.S. Congress,Other Write-Ins,NA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,002-001,07,46,State Senator,Emmanuel Digman,REP,NA,NA,3,NA,26,NA,4,NA,5,NA,5,NA,43,0,43
03,Baltimore City,002-001,07,46,State Senator,Bill Ferguson,DEM,Y,NA,53,NA,213,NA,77,NA,63,NA,63,NA,469,0,469
03,Baltimore City,002-001,07,46,State Senator,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,0,NA,1,0,1
03,Baltimore City,002-001,07,46,House of Delegates,Pete Waters,REP,NA,NA,4,NA,32,NA,5,NA,8,NA,5,NA,54,0,54
03,Baltimore City,002-001,07,46,House of Delegates,Luke Clippinger,DEM,Y,NA,44,NA,182,NA,75,NA,52,NA,61,NA,414,0,414
03,Baltimore City,002-001,07,46,House of Delegates,Mark Edelson,DEM,Y,NA,44,NA,188,NA,74,NA,55,NA,62,NA,423,0,423
03,Baltimore City,002-001,07,46,House of Delegates,Robbyn Lewis,DEM,Y,NA,47,NA,188,NA,74,NA,59,NA,60,NA,428,0,428
03,Baltimore City,002-001,07,46,House of Delegates,Other Write-Ins,NA,NA,Y,1,NA,2,NA,0,NA,1,NA,0,NA,4,0,4
03,Baltimore City,002-001,07,46,Judge Circuit Court,Erik Atas,JUD,Y,NA,30,NA,117,NA,45,NA,22,NA,36,NA,250,0,250
03,Baltimore City,002-001,07,46,Judge Circuit Court,Charles Mario Blomquist,JUD,Y,NA,30,NA,117,NA,45,NA,25,NA,35,NA,252,0,252
03,Baltimore City,002-001,07,46,Judge Circuit Court,Myshala E. Middleton,JUD,Y,NA,33,NA,139,NA,49,NA,34,NA,40,NA,295,0,295
03,Baltimore City,002-001,07,46,Judge Circuit Court,Barry G. Williams,JUD,Y,NA,34,NA,123,NA,45,NA,24,NA,37,NA,263,0,263
03,Baltimore City,002-001,07,46,Judge Circuit Court,Other Write-Ins,NA,NA,Y,0,NA,2,NA,0,NA,0,NA,0,NA,2,0,2
03,Baltimore City,002-001,07,46,Judge Spec Appeal at Lg,Stuart R. Berger,JUD,Y,NA,36,7,126,37,51,8,33,11,44,8,290,71,361
03,Baltimore City,002-001,07,46,Judge Spec Appeal at Lg,Terrence M. R. Zic,JUD,Y,NA,32,10,114,48,41,15,34,9,40,11,261,93,354
03,Baltimore City,002-001,07,46,State's Attorney,Ivan Bates,DEM,Y,NA,54,NA,225,NA,74,NA,63,NA,65,NA,481,0,481
03,Baltimore City,002-001,07,46,State's Attorney,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,1,NA,2,0,2
03,Baltimore City,002-001,07,46,Clerk Circuit Court,Xavier A. Conaway,DEM,Y,NA,38,NA,189,NA,62,NA,60,NA,60,NA,409,0,409
03,Baltimore City,002-001,07,46,Clerk Circuit Court,Other Write-Ins,NA,NA,Y,1,NA,2,NA,2,NA,1,NA,3,NA,9,0,9
03,Baltimore City,002-001,07,46,Register of Wills,Belinda K. Conaway,DEM,Y,NA,40,NA,187,NA,65,NA,58,NA,59,NA,409,0,409
03,Baltimore City,002-001,07,46,Register of Wills,Other Write-Ins,NA,NA,Y,1,NA,3,NA,0,NA,1,NA,1,NA,6,0,6
03,Baltimore City,002-001,07,46,Judge Orphans' Court,"Charles ""Chuck"" Bernstein",DEM,Y,NA,34,NA,152,NA,57,NA,47,NA,50,NA,340,0,340
03,Baltimore City,002-001,07,46,Judge Orphans' Court,Lewyn Scott Garrett,DEM,Y,NA,38,NA,155,NA,56,NA,46,NA,53,NA,348,0,348
03,Baltimore City,002-001,07,46,Judge Orphans' Court,Michele E. Loewenthal,DEM,Y,NA,38,NA,162,NA,58,NA,50,NA,56,NA,364,0,364
03,Baltimore City,002-001,07,46,Judge Orphans' Court,Other Write-Ins,NA,NA,Y,0,NA,2,NA,0,NA,3,NA,0,NA,5,0,5
03,Baltimore City,002-001,07,46,Sheriff,Sam Cogen,DEM,Y,NA,46,NA,196,NA,66,NA,57,NA,62,NA,427,0,427
03,Baltimore City,002-001,07,46,Sheriff,Other Write-Ins,NA,NA,Y,0,NA,1,NA,0,NA,0,NA,1,NA,2,0,2
03,Baltimore City,002-001,07,46,Board of Ed at Large,April Christina Curley,NON,NA,NA,14,NA,56,NA,23,NA,12,NA,19,NA,124,0,124
03,Baltimore City,002-001,07,46,Board of Ed at Large,Ashley E. Esposito,NON,Y,NA,26,NA,107,NA,39,NA,24,NA,34,NA,230,0,230
03,Baltimore City,002-001,07,46,Board of Ed at Large,Salimah Jasani,NON,NA,NA,20,NA,82,NA,33,NA,22,NA,30,NA,187,0,187
03,Baltimore City,002-001,07,46,Board of Ed at Large,Kwame Kenyatta-Bey,NON,Y,NA,16,NA,59,NA,19,NA,23,NA,15,NA,132,0,132
03,Baltimore City,002-001,07,46,Board of Ed at Large,Other Write-Ins,NA,NA,Y,0,NA,2,NA,0,NA,0,NA,0,NA,2,0,2
03,Baltimore City,002-002,07,46,Governor / Lt. Governor,Dan Cox and Gordana Schifanelli,REP,NA,NA,6,NA,49,NA,5,NA,1,NA,2,NA,63,0,63
03,Baltimore City,002-002,07,46,Governor / Lt. Governor,Wes Moore and Aruna Miller,DEM,Y,NA,67,NA,384,NA,98,NA,49,NA,103,NA,701,0,701
03,Baltimore City,002-002,07,46,Governor / Lt. Governor,David Lashar and Christiana Logansmith,LIB,NA,NA,0,NA,6,NA,2,NA,0,NA,2,NA,10,0,10
03,Baltimore City,002-002,07,46,Governor / Lt. Governor,Nancy Wallace and Patrick Elder,GRN,NA,NA,2,NA,3,NA,1,NA,0,NA,1,NA,7,0,7
03,Baltimore City,002-002,07,46,Governor / Lt. Governor,David Harding and Cathy White,WCP,NA,NA,3,NA,3,NA,3,NA,1,NA,0,NA,10,0,10
03,Baltimore City,002-002,07,46,Governor / Lt. Governor,Kyle Sefcik and Katie Lee,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,002-002,07,46,Governor / Lt. Governor,Other Write-Ins,NA,NA,Y,0,NA,5,NA,0,NA,0,NA,0,NA,5,0,5
03,Baltimore City,002-002,07,46,Comptroller,Barry Glassman,REP,NA,NA,8,NA,79,NA,10,NA,4,NA,4,NA,105,0,105
03,Baltimore City,002-002,07,46,Comptroller,Brooke Elizabeth Lierman,DEM,Y,NA,69,NA,371,NA,94,NA,47,NA,105,NA,686,0,686
03,Baltimore City,002-002,07,46,Comptroller,Other Write-Ins,NA,NA,Y,0,NA,2,NA,0,NA,0,NA,0,NA,2,0,2
03,Baltimore City,002-002,07,46,Attorney General,Michael Anthony Peroutka,REP,NA,NA,7,NA,68,NA,5,NA,1,NA,3,NA,84,0,84
03,Baltimore City,002-002,07,46,Attorney General,Anthony G. Brown,DEM,Y,NA,71,NA,377,NA,98,NA,51,NA,103,NA,700,0,700
03,Baltimore City,002-002,07,46,Attorney General,Other Write-Ins,NA,NA,Y,0,NA,3,NA,1,NA,0,NA,0,NA,4,0,4
03,Baltimore City,002-002,07,46,U.S. Senator,Chris Chaffee,REP,NA,NA,6,NA,63,NA,5,NA,1,NA,2,NA,77,0,77
03,Baltimore City,002-002,07,46,U.S. Senator,Chris Van Hollen,DEM,Y,NA,72,NA,387,NA,103,NA,50,NA,105,NA,717,0,717
03,Baltimore City,002-002,07,46,U.S. Senator,Scottie Griffin,DEM,NA,Y,0,NA,0,NA,1,NA,0,NA,0,NA,1,0,1
03,Baltimore City,002-002,07,46,U.S. Senator,Andrew J. Wildman,UNA,NA,Y,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0
03,Baltimore City,002-002,07,46,U.S. Senator,Other Write-Ins,NA,NA,Y,0,NA,3,NA,0,NA,0,NA,0,NA,3,0,3
03,Baltimore City,002-002,07,46,U.S. Congress,Scott M. Collier,REP,NA,NA,9,NA,66,NA,10,NA,1,NA,2,NA,88,0,88
03,Baltimore City,002-002,07,46,U.S. Congress,Kweisi Mfume,DEM,Y,NA,67,NA,382,NA,93,NA,48,NA,106,NA,696,0,696
03,Baltimore City,002-002,07,46,U.S. Congress,Other Write-Ins,NA,NA,Y,0,NA,2,NA,0,NA,0,NA,0,NA,2,0,2
03,Baltimore City,002-002,07,46,State Senator,Emmanuel Digman,REP,NA,NA,7,NA,59,NA,6,NA,2,NA,3,NA,77,0,77
03,Baltimore City,002-002,07,46,State Senator,Bill Ferguson,DEM,Y,NA,68,NA,381,NA,97,NA,48,NA,105,NA,699,0,699
